ID	GroupID	Level	Variation	ColorList	Block1	Block2	Block3	Block4
2772	548	19	14	Blue,Red,Red,White,Yellow,Yellow	4:XXO OXX XXX=Blue, Red	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXX XOO=Red, Yellow
2773	548	19	15	Blue,Red,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	1:XXO XXX OOX=Blue, Red	2:XOX XXX XOX=Yellow
2774	548	19	16	Blue,Red,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	1:XOO XXX OXX=Blue, Red, Yellow	2:XOX XXX XOX=Yellow
2775	548	19	17	Blue,Red,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	1:XXO XXX OOX=Blue, Red	2:XOX XXX XOX=Yellow
2776	548	19	18	Blue,Red,Red,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
2777	548	19	19	Blue,Red,Red,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:OXX XXO XXO=Blue, Red
2778	548	19	20	Blue,Red,Red,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:OXX XXO XXO=Blue, Red
2779	549	19	1	Blue,Red,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	3:XXX XOX XOX=White, Yellow
2780	549	19	2	Blue,Red,White,White,White,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	3:XOX XOX XXX=White
2781	549	19	3	Blue,Red,White,White,White,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
2782	549	19	4	Blue,Red,White,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2783	549	19	5	Blue,Red,White,White,White,Yellow	2:XOX XXX XOX=Blue	3:XXX XOX XOX=Red, White	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2784	549	19	6	Blue,Red,White,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	1:XOO XXX OXX=Blue, Red, Yellow	3:XOX XOX XXX=White
2785	549	19	7	Blue,Red,White,White,White,Yellow	4:XOX XXX OXX=White	2:XOX XXX XOX=White	1:XXO XXX OOX=Blue, Red	3:XXX XOX XOX=White, Yellow
2786	549	19	8	Blue,Red,White,White,White,Yellow	4:XXO OXX XXX=Blue, Red	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	3:XOX XOX XXX=White
2787	549	19	9	Blue,Red,White,White,White,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	1:OXX XXX XOO=White, White	2:XXX OXO XXX=Blue
2788	549	19	10	Blue,Red,White,White,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	1:OOX XXX XXO=White, White, Yellow	2:XXX OXO XXX=Blue
2789	549	19	11	Blue,Red,White,White,White,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	1:OXX XXX XOO=White, White	2:XXX OXO XXX=Blue
2790	550	19	1	Blue,Red,White,White,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:OXX XXX XOX=Yellow
2791	550	19	2	Blue,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	3:XXX XOX XOX=White, Yellow
2792	550	19	3	Blue,Red,White,White,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	3:XOX XOX XXX=White
2793	550	19	4	Blue,Red,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	3:XXX XOO XXX=Blue, White
2794	550	19	5	Blue,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:OXX XXX XOX=Yellow
2795	550	19	6	Blue,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
2796	550	19	7	Blue,Red,White,White,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XOX XOX XXX=Red	4:XOX XXX XXO=White, Yellow	2:XOX XXX XOX=Yellow
2797	550	19	8	Blue,Red,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	4:OXX XXX XOX=White	2:XXX OXO XXX=Blue
2798	550	19	9	Blue,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2799	550	19	10	Blue,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XXX XOO XXX=Red, Yellow	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2800	550	19	11	Blue,Red,White,White,Yellow,Yellow	2:XOX XXX XOX=Blue	3:XOX XOX XXX=Red	1:OOX XXX XXO=White, White, Yellow	4:OXX XXX XOX=Yellow
2801	550	19	12	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	3:XOX XOX XXX=White
2802	550	19	13	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX OXX=White	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XXX XOX XOX=White, Yellow
2803	550	19	14	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	1:XOO XXX OXX=Blue, Red, Yellow	3:XOX XOX XXX=White
2804	550	19	15	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XOX XXX XOX=White	1:XXO XXX OOX=Blue, Red	3:XXX XOX XOX=White, Yellow
2805	550	19	16	Blue,Red,White,White,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	3:XOX XOX XXX=Red	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
2806	550	19	17	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOO XXX=Red, Yellow	1:OXX XXX XOO=White, White	2:XXX OXO XXX=Blue
2807	550	19	18	Blue,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	1:OOX XXX XXO=White, White, Yellow	2:XXX OXO XXX=Blue
2808	551	19	1	Blue,Red,White,Yellow,Yellow,Yellow	1:XXO OXX OXX=Blue, Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	4:OXX XXX XOX=Yellow
2809	551	19	2	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XXX OXX XXO=Red
2810	551	19	3	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:OXX XXO XXX=Blue
2811	551	19	4	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	3:XOX XOX XXX=White
2812	551	19	5	Blue,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXO XXX XOX=Red	3:XXX XOO XXX=Blue, White
2813	551	19	6	Blue,Red,White,Yellow,Yellow,Yellow	1:XOO XXX OXX=Blue, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	4:OXX XXX XOX=Yellow
2814	551	19	7	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
2815	551	19	8	Blue,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:OXX XXO XXX=Blue
2816	551	19	9	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX XXX XOO=Blue, Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
2817	551	19	10	Blue,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOO XXX=Red, Yellow	4:OXX XXX XOX=White	2:XXX OXO XXX=Blue
2818	551	19	11	Blue,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:XOX XXX XXO=White, Yellow	2:XXX OXO XXX=Blue
2819	551	19	12	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XOX XXX OXX=Blue	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2820	551	19	13	Blue,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXO XXX XOX=Blue, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2821	551	19	14	Blue,Red,White,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	1:XOO XXX OXX=Blue, Red, Yellow	3:XOX XOX XXX=White
2822	551	19	15	Blue,Red,White,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	2:XXX OXO XXX=Yellow	1:XXO XXX OOX=Blue, Red	3:XXX XOX XOX=White, Yellow
2823	551	19	16	Blue,Red,White,Yellow,Yellow,Yellow	4:OXX XXX XOX=Blue, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:OXX XXX XOO=Red, Yellow
2824	552	19	1	Green,Green,Green,Red,White,Yellow	3:XXX XOO XXX=Green, Red	1:OXX XXX XOO=Green, Green, White	2:XOX XXX XOX=Yellow	4:XXO OXX XXX=
2825	552	19	2	Green,Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	1:OXX XXX XOO=Green, Green, White	2:XOX XXX XOX=Yellow	4:XXX OXX XXO=Red
2826	552	19	3	Green,Green,Green,Red,White,Yellow	3:XXX XOO XXX=Green, Red	1:OOX XXX XXO=Green, Green	4:OXX XXX XOX=White	2:XOX XXX XOX=Yellow
2827	552	19	4	Green,Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	1:OXX XXX XOO=Green, Green, White	4:XXO XXX XOX=Red	2:XOX XXX XOX=Yellow
2828	552	19	5	Green,Green,Green,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	1:XOO XXX OXX=Green
2829	552	19	6	Green,Green,Green,Red,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	1:XXO XXX OOX=Green, Yellow
2830	552	19	7	Green,Green,Green,Red,White,Yellow	3:XXX XOO XXX=Green, Red	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2831	552	19	8	Green,Green,Green,Red,White,Yellow	4:XXX XXO OXX=Red, White	1:OOX XXX XXO=Green, Green	3:XXX XOO XXX=Green	2:XOX XXX XOX=Yellow
2832	552	19	9	Green,Green,Green,Red,White,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	2:XXX OXO XXX=Green, Green	1:XOO XXX OXX=Green
2833	552	19	10	Green,Green,Green,Red,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	2:XXX OXO XXX=Green, Green	1:XXO XXX OOX=Green, Yellow
2834	552	19	11	Green,Green,Green,Red,White,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	2:XXX OXO XXX=Green, Green	1:XOO XXX OXX=Green
2835	553	19	1	Green,Green,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	1:OXX XXX XOO=Green, Green, White	3:XXX XOX XOX=	4:OXX XXX XOX=Yellow
2836	553	19	2	Green,Green,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	1:OXX XXX XOO=Green, Green, White	3:XOX XOX XXX=Yellow	4:XXO OXX XXX=
2837	553	19	3	Green,Green,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	1:XXO XXX OOX=Green, Yellow
2838	553	19	4	Green,Green,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	1:XOO XXX OXX=Green
2839	553	19	5	Green,Green,Red,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:XXO XXX OOX=Green, Yellow
2840	553	19	6	Green,Green,Red,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	1:OOX XXX XXO=Red
2841	553	19	7	Green,Green,Red,Red,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	1:OXX XXX XOO=Red, Yellow
2842	553	19	8	Green,Green,Red,Red,White,Yellow	3:XXX XOO XXX=Green, Red	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	1:OOX XXX XXO=Red
2843	553	19	9	Green,Green,Red,Red,White,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	2:XXX OXO XXX=Green, Green	1:OOX XXX XXO=Red
2844	553	19	10	Green,Green,Red,Red,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	2:XXX OXO XXX=Green, Green	1:OXX XXX XOO=Red, Yellow
2845	553	19	11	Green,Green,Red,Red,White,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	2:XXX OXO XXX=Green, Green	1:OOX XXX XXO=Red
2846	554	19	1	Green,Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XOX XXX OXX=Green
2847	554	19	2	Green,Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OXX OXX XXO=Green, White, White	4:XXO OXX XXX=
2848	554	19	3	Green,Green,Red,White,White,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OXX OXX XXO=Green, White, White	4:XXX OXX XXO=Red
2849	554	19	4	Green,Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:XXO XXX OOX=Green, Yellow
2850	554	19	5	Green,Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XOX XXX XXO=White, Yellow	1:XOO XXX OXX=Green
2851	554	19	6	Green,Green,Red,White,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:OXX XXO XXX=Green, White	1:OXX XXX XOO=Red, Yellow
2852	554	19	7	Green,Green,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	4:XXX OXX XXO=Green	1:OXX XXX XOO=White, White	2:XOX XXX XOX=Yellow
2853	554	19	8	Green,Green,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	1:OOX XXX XXO=Green, Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2854	554	19	9	Green,Green,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	1:OXX XXX XOO=Green, Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2855	554	19	10	Green,Green,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:XXO XXX OOX=Green, Yellow
2856	555	19	1	Green,Green,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XOX XXX OXX=Green
2857	555	19	2	Green,Green,Red,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XXX OXO XXX=Green, Green	4:XXO OXX XXX=
2858	555	19	3	Green,Green,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:XXO XXX OOX=Green, Yellow
2859	555	19	4	Green,Green,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:XOO XXX OXX=Green
2860	555	19	5	Green,Green,Red,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:OXX XXO XXX=Green, White	1:OXX XXX XOO=Red, Yellow
2861	555	19	6	Green,Green,Red,White,Yellow,Yellow	3:XOX XOX XXX=Green	4:OXX XXX XOX=Green, White	2:XOX XXX XOX=Yellow	1:OXX XXX XOO=Red, Yellow
2862	555	19	7	Green,Green,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	1:OOX XXX XXO=Green, Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2863	555	19	8	Green,Green,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	1:OXX XXX XOO=Green, Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2864	555	19	9	Green,Green,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	1:OOX XXX XXO=Green, Green	3:XOX XOX XXX=Yellow	2:XOX XXX XOX=Yellow
2865	555	19	10	Green,Green,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	1:OXX XXO XXO=Green, Green, Yellow	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2866	555	19	11	Green,Green,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:XXO XXX OOX=Green, Yellow
2867	555	19	12	Green,Green,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:XXO XXX OOX=Green, Yellow
2868	556	19	1	Green,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	3:XXX XOO XXX=Red, Yellow	4:OXX XXX XOX=White	1:XOO XXX OXX=Green
2869	556	19	2	Green,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	4:OXX XXX XOX=White	1:XXO XXX OOX=Green, Yellow
2870	556	19	3	Green,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	3:XOX XOX XXX=Red	4:XOX XXX XXO=White, Yellow	1:XOO XXX OXX=Green
2871	556	19	4	Green,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	1:OXX XXX XOO=Red, Yellow
2872	556	19	5	Green,Red,Red,Red,White,Yellow	2:XXX OXO XXX=Red, Red	4:OXX XXX XOX=Green, White	3:XOX XOX XXX=Yellow	1:OOX XXX XXO=Red
2873	556	19	6	Green,Red,Red,Red,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XXO XXX XOX=Red	1:OXX XXX XOO=Red, Yellow
2874	557	19	1	Green,Red,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:XXX OXX XXO=Red
2875	557	19	2	Green,Red,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
2876	557	19	3	Green,Red,Red,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
2877	557	19	4	Green,Red,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2878	557	19	5	Green,Red,Red,White,White,Yellow	4:XXX XXO OXX=Red, White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2879	558	19	1	Green,Red,Red,White,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:XXX OXX XXO=Red
2880	558	19	2	Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:OXX XXX XOX=White	1:OXX XXX XOO=Red, Yellow
2881	558	19	3	Green,Red,Red,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:OOX XXX XXO=Red
2882	558	19	4	Green,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2883	558	19	5	Green,Red,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XXX XOO XXX=Green	1:OXX XXX XOO=Red, Yellow
2884	558	19	6	Green,Red,Red,White,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2885	558	19	7	Green,Red,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XOO XXX OXX=Green
2886	558	19	8	Green,Red,Red,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	3:XOX XOX XXX=Red	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2887	559	19	1	Green,Red,White,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2888	559	19	2	Green,Red,White,White,White,Yellow	3:XXX XOO XXX=Green, Red	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2889	559	19	3	Green,Red,White,White,White,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	1:OOX XXX XXO=White, White, Yellow	4:XXX OXX XXO=Red
2890	559	19	4	Green,Red,White,White,White,Yellow	4:XOX XXX OXX=White	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	2:XOX XXX XOX=Yellow
2891	560	19	1	Green,Red,White,White,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XOX XXX XOX=White	4:XXO OXX XXX=Green, Red	3:XOX XOX XXX=White
2892	560	19	2	Green,Red,White,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OXX XXX XOO=White, White	4:OXX XXX XOX=Yellow
2893	560	19	3	Green,Red,White,White,Yellow,Yellow	3:XXX XOO XXX=Green, Red	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:XXO OXX XXX=
2894	560	19	4	Green,Red,White,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	1:OOX XXX XXO=White, White, Yellow	4:XXX OXX XXO=Red
2895	560	19	5	Green,Red,White,White,Yellow,Yellow	3:XOX XOX XXX=Green	2:XOX XXX XOX=White	4:XOX XXX XXO=White, Yellow	1:OXX XXX XOO=Red, Yellow
2896	560	19	6	Green,Red,White,White,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2897	560	19	7	Green,Red,White,White,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XOX XOX XXX=Red	1:OXX OXX XXO=Green, White, White	2:XOX XXX XOX=Yellow
2898	560	19	8	Green,Red,White,White,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2899	561	19	1	Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XXX XOO XXX=Green	4:OXX XXX XOX=Yellow
2900	561	19	2	Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	4:XOX XXX OXX=Green
2901	561	19	3	Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	2:XXX OXO XXX=Yellow	4:XXO OXX XXX=Green, Red	3:XOX XOX XXX=White
2902	561	19	4	Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	4:XOX XXX OXX=Green
2903	561	19	5	Green,Red,White,Yellow,Yellow,Yellow	1:OOX XXX XXO=Yellow, Yellow	3:XOX XOX XXX=Red	4:OXX XXO XXX=Green, White	2:XOX XXX XOX=Yellow
2904	561	19	6	Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:XXX OXX XXO=Green	2:XOX XXX XOX=Yellow	3:XOX XOX XXX=White
2905	561	19	7	Green,Red,White,Yellow,Yellow,Yellow	1:OXX OXX XXO=Red, Yellow, Yellow	4:OXX XXX XOX=Green, White	3:XXX XOX XOX=	2:XOX XXX XOX=Yellow
2906	561	19	8	Green,Red,White,Yellow,Yellow,Yellow	3:XOX XOX XXX=Green	2:XXX OXO XXX=Yellow	4:XOX XXX XXO=White, Yellow	1:OXX XXX XOO=Red, Yellow
2907	561	19	9	Green,Red,White,Yellow,Yellow,Yellow	4:OXX XXO XXX=Red, Yellow	2:XOX XXX XOX=White	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2908	561	19	10	Green,Red,White,Yellow,Yellow,Yellow	4:XXX XXO OXX=Red, White	2:XXX OXO XXX=Yellow	3:XOX XOX XXX=Yellow	1:XXO XXX OOX=Green, Yellow
2909	561	19	11	Green,Red,White,Yellow,Yellow,Yellow	4:XOX XXX OXX=White	3:XXX XOO XXX=Red, Yellow	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2910	561	19	12	Green,Red,White,Yellow,Yellow,Yellow	4:XOX XXX XXO=Yellow	3:XXX XOX XOX=Red, White	2:XOX XXX XOX=Yellow	1:XXO XXX OOX=Green, Yellow
2911	562	20	1	Blue,Blue,Blue,Blue,Blue,Green,Green,White	3:XXX XOX XOX=Blue, Green	1:XXO XXX OOX=Blue, Blue, White	4:XXX XXO OXX=Blue, Green	2:XXX OXO XXX=Blue
2912	562	20	2	Blue,Blue,Blue,Blue,Blue,Green,Green,White	4:XXO XXX XOX=Blue, Blue	1:XOO XXX OXX=Blue, Blue	2:XXX OXO XXX=Green, Green	3:XXX XOO XXX=Blue, White
